6000s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4506,0.4942,0.4017,0.2788,0.2673,0.3933,0.3333,0.2419,0.214,0.3483,0.3753,0.3335,0.5338,0.4271,0.4254,0.4537,0.3291,0.3346,0.343,0.3348,0.2697,0.3357,0.3816,0.3701,0.5563,0.4698,0.4061,0.3126,0.3698,0.3921,0.3072,0.2644,0.3016,0.3561,0.3731,0.3049,0.6058,0.4675,0.3429,0.3757,0.4781,0.3624,0.297,0.3082,0.4019,0.3313,0.3471,0.2813,0.549,0.4048,0.3812,0.3994,0.3489,0.3542,0.3496,0.3745,0.3937,0.3554,0.3463,0.4734,0.4981,0.4563,0.4469,0.3742,0.4053,0.4014,0.5041,0.3416,0.397,0.3776,0.4512,0.3572,0.4856,0.3894,0.4147,0.4134,0.4242,0.3882,0.4082,0.3543,0.4162,0.3125,0.2087,0.3284
6600s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4434,0.5054,0.409,0.2768,0.2661,0.4127,0.3457,0.249,0.2038,0.3612,0.3739,0.3176,0.5273,0.4304,0.4332,0.466,0.3382,0.339,0.3539,0.3536,0.2775,0.3256,0.3768,0.3774,0.5681,0.479,0.4181,0.3271,0.3903,0.4103,0.3227,0.2745,0.3204,0.3709,0.3827,0.2992,0.615,0.47,0.3559,0.4074,0.5139,0.4005,0.3248,0.3453,0.4559,0.3712,0.3718,0.3203,0.5653,0.4189,0.391,0.4148,0.3746,0.3746,0.3641,0.3875,0.4089,0.3761,0.355,0.4919,0.522,0.4798,0.4746,0.3929,0.4267,0.4244,0.5151,0.3459,0.4177,0.4068,0.4613,0.3656,0.5085,0.4035,0.4088,0.4231,0.4352,0.3971,0.4082,0.3656,0.4186,0.3294,0.2176,0.3417
7200s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,3.9399,0.4291,0.5255,0.4183,0.283,0.2631,0.4302,0.3579,0.2469,0.2237,0.4084,0.4244,0.3444,0.5295,0.4452,0.4532,0.487,0.3607,0.3687,0.3912,0.3877,0.3143,0.3573,0.4125,0.412,0.5739,0.4977,0.4262,0.3386,0.4098,0.4297,0.3495,0.297,0.3459,0.3928,0.4012,0.3246,0.6222,0.4647,0.3501,0.4141,0.5066,0.3904,0.3128,0.3518,0.4518,0.3553,0.3431,0.328,0.5757,0.4365,0.4016,0.4384,0.3996,0.3943,0.3778,0.411,0.4246,0.3858,0.3547,0.4899,0.5333,0.4855,0.4884,0.384,0.4434,0.4387,0.52,0.3454,0.4304,0.4165,0.4606,0.3526,0.4975,0.4212,0.4274,0.4326,0.4497,0.4088,0.4174,0.375,0.4466,0.3497,0.2328,0.3532
7800s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4192,0.5431,0.4293,0.2928,0.2709,0.448,0.3793,0.2499,0.2249,0.4159,0.4194,0.3112,0.5391,0.455,0.4725,0.5142,0.3846,0.3854,0.4171,0.4165,0.3288,0.373,0.4365,0.4382,0.5754,0.5059,0.4397,0.3564,0.4317,0.445,0.3761,0.3284,0.3828,0.4189,0.4234,0.3491,0.6332,0.4665,0.3506,0.4335,0.5218,0.411,0.3326,0.3836,0.4749,0.3761,0.3574,0.3639,0.5892,0.4615,0.415,0.459,0.4259,0.4213,0.3972,0.4327,0.4569,0.4255,0.3842,0.5132,0.55,0.5078,0.5246,0.4059,0.4807,0.4745,0.5495,0.3716,0.4692,0.4674,0.4969,0.38,0.5197,0.4384,0.4307,0.4452,0.4631,0.4201,0.4273,0.3869,0.4818,0.384,0.2555,0.3763
8400s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4139,0.5551,0.4443,0.2947,0.2773,0.4708,0.4009,0.2465,0.2081,0.4172,0.4169,0.291,0.5498,0.4677,0.4775,0.5295,0.4017,0.4057,0.4252,0.4318,0.3516,0.387,0.4384,0.4502,0.5911,0.5184,0.4549,0.3759,0.4545,0.4654,0.4065,0.3515,0.4013,0.4337,0.4377,0.3628,0.6444,0.4781,0.3565,0.4562,0.5356,0.4194,0.3223,0.3927,0.4818,0.3783,0.338,0.381,0.6142,0.4769,0.4317,0.471,0.4442,0.4367,0.4155,0.4409,0.4624,0.4291,0.388,0.5036,0.5762,0.5302,0.5392,0.4105,0.5039,0.4809,0.5419,0.3757,0.4807,0.4634,0.4887,0.3704,0.537,0.4626,0.4469,0.4628,0.4836,0.4424,0.4344,0.403,0.4709,0.3982,0.2561,0.3776
9000s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,3.9323,0.4151,0.5655,0.4636,0.2933,0.2801,0.4834,0.4226,0.2504,0.2166,0.4488,0.4549,0.3208,0.5446,0.4745,0.4912,0.5327,0.4253,0.4238,0.4428,0.4407,0.3702,0.4109,0.4585,0.4803,0.5983,0.5272,0.4776,0.3983,0.4658,0.4793,0.4287,0.3731,0.4163,0.4566,0.4618,0.4027,0.6533,0.4847,0.3618,0.4725,0.5417,0.4356,0.3338,0.4153,0.4949,0.4057,0.3536,0.4118,0.6114,0.495,0.4469,0.4872,0.4591,0.4535,0.4345,0.4574,0.4795,0.4506,0.4072,0.5385,0.583,0.5355,0.5475,0.4245,0.5137,0.4917,0.5509,0.3816,0.4877,0.4729,0.5,0.3841,0.5555,0.4885,0.45,0.486,0.4976,0.465,0.4469,0.4189,0.4832,0.4202,0.2718,0.4014
9600s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4173,0.5751,0.4894,0.2989,0.2765,0.492,0.4366,0.2437,0.226,0.4767,0.4851,0.3259,0.5653,0.4825,0.509,0.5512,0.4505,0.455,0.4795,0.4753,0.4001,0.4498,0.4943,0.5082,0.6144,0.5378,0.4851,0.4173,0.4808,0.494,0.4443,0.3982,0.4415,0.4905,0.4833,0.4266,0.6699,0.5024,0.3885,0.5095,0.5849,0.4969,0.3722,0.4612,0.5469,0.4495,0.3844,0.4349,0.6359,0.5082,0.4619,0.5034,0.4787,0.4719,0.4438,0.4752,0.4971,0.4768,0.4312,0.5471,0.6026,0.5629,0.5924,0.4568,0.5485,0.5311,0.5871,0.4167,0.5276,0.5158,0.5257,0.4014,0.5688,0.5087,0.4729,0.4974,0.5113,0.4767,0.468,0.4347,0.5123,0.4445,0.2911,0.4239
10200s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4081,0.589,0.4965,0.2905,0.2711,0.5088,0.444,0.2406,0.2114,0.476,0.4709,0.3035,0.5702,0.4977,0.523,0.5642,0.462,0.4618,0.4833,0.4813,0.4097,0.4445,0.4934,0.5022,0.6295,0.5502,0.4999,0.4386,0.4938,0.5071,0.4512,0.4067,0.4447,0.4812,0.4729,0.4295,0.6814,0.5155,0.385,0.5162,0.5879,0.4937,0.3623,0.4632,0.5408,0.4502,0.3746,0.4547,0.6387,0.5283,0.4811,0.5181,0.4981,0.4915,0.4605,0.4864,0.5156,0.4922,0.4393,0.5587,0.6033,0.5602,0.5804,0.4518,0.5465,0.5261,0.5759,0.4146,0.5226,0.5082,0.5212,0.4057,0.5884,0.5243,0.4935,0.5127,0.5285,0.4936,0.4851,0.4595,0.5239,0.4625,0.3031,0.4358
10800s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4094,0.605,0.5159,0.2846,0.275,0.5244,0.4545,0.2372,0.2073,0.4924,0.4873,0.3126,0.5804,0.5081,0.5284,0.5659,0.456,0.4565,0.4883,0.4818,0.4043,0.4231,0.4734,0.4797,0.645,0.5686,0.5148,0.4578,0.5121,0.5231,0.4759,0.4185,0.4498,0.4744,0.464,0.4117,0.6998,0.5343,0.3843,0.5231,0.596,0.502,0.365,0.4729,0.5575,0.4692,0.3882,0.4808,0.658,0.5429,0.4884,0.5362,0.515,0.5059,0.472,0.5023,0.523,0.4993,0.4439,0.5745,0.6246,0.5842,0.606,0.4583,0.5504,0.5394,0.5888,0.4238,0.5341,0.5201,0.5372,0.4135,0.6161,0.5392,0.5142,0.5298,0.5418,0.5043,0.4948,0.4702,0.5193,0.4704,0.3143,0.454
11400s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4074,0.6237,0.5243,0.3043,0.266,0.5358,0.4632,0.2323,0.1995,0.4961,0.494,0.3001,0.5821,0.5114,0.5484,0.5878,0.4807,0.4897,0.5268,0.5212,0.449,0.4713,0.5257,0.5452,0.6453,0.5876,0.5274,0.4748,0.5258,0.5363,0.486,0.4415,0.4819,0.5185,0.5157,0.4737,0.704,0.5322,0.3922,0.5394,0.6129,0.5304,0.3875,0.5011,0.5848,0.4907,0.3996,0.4938,0.6639,0.5727,0.5007,0.5592,0.5319,0.5233,0.4874,0.5275,0.5451,0.5229,0.4673,0.5961,0.6404,0.5912,0.6267,0.4828,0.59,0.5768,0.6258,0.4575,0.5788,0.5688,0.5679,0.4321,0.636,0.5668,0.5228,0.5484,0.5602,0.5247,0.5091,0.4858,0.5492,0.4935,0.3356,0.4716
12000s,Overflow,Overflow,Overflow,Overflow,3.9818,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4059,0.6359,0.5364,0.2949,0.2707,0.5415,0.4714,0.2274,0.1978,0.5043,0.5024,0.3089,0.6028,0.5183,0.5622,0.5942,0.4794,0.4738,0.5196,0.5108,0.429,0.4414,0.5041,0.5204,0.6746,0.6024,0.546,0.4908,0.5427,0.5481,0.5038,0.4507,0.4823,0.5039,0.4915,0.4547,0.7339,0.5556,0.4237,0.5716,0.6482,0.5578,0.4221,0.5374,0.6174,0.513,0.4212,0.527,0.6892,0.5846,0.5152,0.574,0.5531,0.5385,0.4974,0.5332,0.5552,0.5318,0.4806,0.6156,0.6564,0.6106,0.6455,0.4913,0.6018,0.58,0.6298,0.4655,0.5766,0.5707,0.5759,0.4489,0.6854,0.5895,0.5469,0.5545,0.5822,0.5417,0.523,0.4994,0.5743,0.5111,0.3503,0.4917
12600s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4205,0.6467,0.5558,0.2957,0.2743,0.5541,0.492,0.2281,0.1957,0.5132,0.5058,0.2978,0.6315,0.5524,0.5932,0.6153,0.5213,0.515,0.5464,0.5462,0.471,0.4882,0.55,0.5628,0.6905,0.6146,0.568,0.5084,0.5585,0.5605,0.5236,0.4673,0.4978,0.5263,0.5255,0.4992,0.7481,0.5647,0.4177,0.5622,0.634,0.534,0.4001,0.5142,0.5844,0.4833,0.3976,0.519,0.7045,0.6073,0.5332,0.5886,0.569,0.5539,0.5138,0.5474,0.5579,0.5349,0.4768,0.5979,0.6809,0.6331,0.6663,0.5061,0.6219,0.6079,0.6459,0.4837,0.6072,0.5893,0.5899,0.4478,0.7132,0.6082,0.564,0.568,0.5937,0.5576,0.537,0.5153,0.5767,0.5231,0.3633,0.4973
13200s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4266,0.6554,0.5765,0.2911,0.2791,0.5626,0.4982,0.2308,0.1994,0.5291,0.5222,0.3064,0.652,0.5666,0.6068,0.6274,0.5318,0.5196,0.5627,0.5478,0.4682,0.4873,0.5435,0.5535,0.7216,0.6254,0.589,0.5245,0.574,0.5737,0.5372,0.4818,0.5104,0.535,0.5277,0.4893,0.7733,0.5858,0.4458,0.5919,0.6555,0.5681,0.4322,0.5453,0.6148,0.5233,0.4351,0.5417,0.7395,0.6198,0.5539,0.597,0.5837,0.5649,0.5279,0.5612,0.5716,0.5509,0.492,0.6151,0.7111,0.661,0.6916,0.5314,0.6445,0.6297,0.6703,0.5044,0.6201,0.6099,0.6066,0.4572,0.7318,0.6321,0.5873,0.588,0.6132,0.5759,0.554,0.5316,0.5772,0.5347,0.3724,0.5055
13800s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4252,0.6661,0.5991,0.2919,0.2822,0.5759,0.5153,0.2302,0.201,0.5449,0.5387,0.2967,0.6577,0.5863,0.6262,0.6478,0.5478,0.5399,0.5737,0.5651,0.4926,0.5058,0.5637,0.5739,0.7317,0.6371,0.6019,0.5416,0.5829,0.5918,0.5545,0.4892,0.5239,0.5537,0.5449,0.5221,0.789,0.6028,0.469,0.6205,0.6737,0.5765,0.4474,0.5596,0.6247,0.5339,0.4519,0.5581,0.749,0.6352,0.5682,0.6122,0.5986,0.5816,0.5434,0.5698,0.5866,0.5692,0.5165,0.6381,0.7209,0.6753,0.7064,0.5418,0.6478,0.6282,0.6672,0.5066,0.6199,0.6116,0.6149,0.4685,0.7529,0.6526,0.6095,0.6036,0.6287,0.5892,0.5687,0.5469,0.5953,0.5536,0.3933,0.5277
14400s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.413,0.6871,0.6013,0.2953,0.2835,0.5911,0.5305,0.2366,0.2138,0.5674,0.5621,0.3068,0.6655,0.5865,0.6243,0.6398,0.546,0.5418,0.576,0.5638,0.4901,0.503,0.5578,0.5636,0.75,0.6482,0.6223,0.5547,0.6004,0.6056,0.5604,0.5075,0.5327,0.5517,0.5384,0.5093,0.8041,0.6131,0.484,0.6269,0.6862,0.5935,0.4652,0.57,0.6295,0.5429,0.4655,0.5727,0.7722,0.6474,0.5855,0.6231,0.6118,0.5947,0.554,0.5897,0.6066,0.5895,0.5353,0.6473,0.7408,0.6884,0.7225,0.5527,0.6569,0.642,0.6818,0.5164,0.6304,0.6288,0.6304,0.4847,0.7944,0.6741,0.6183,0.624,0.6429,0.6065,0.5799,0.5614,0.608,0.5662,0.4056,0.5436
15000s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4241,0.6952,0.6203,0.2957,0.2745,0.6061,0.5384,0.2336,0.2032,0.5739,0.5682,0.3168,0.686,0.6055,0.6468,0.6607,0.5712,0.5585,0.5926,0.5864,0.511,0.5335,0.5924,0.6027,0.7543,0.6697,0.6323,0.5706,0.6105,0.6233,0.5714,0.5187,0.5549,0.5873,0.5683,0.5412,0.8136,0.6151,0.4798,0.6147,0.6773,0.5707,0.4496,0.5591,0.6197,0.528,0.4507,0.5584,0.7782,0.663,0.5962,0.6425,0.6218,0.6101,0.5639,0.6011,0.607,0.5909,0.5283,0.6537,0.7535,0.7034,0.7269,0.5523,0.6591,0.6466,0.6892,0.5213,0.633,0.625,0.6378,0.4929,0.8026,0.7038,0.642,0.6345,0.6539,0.6241,0.5992,0.5783,0.6183,0.5841,0.4258,0.5667
15600s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4278,0.716,0.6406,0.2956,0.2797,0.624,0.5584,0.237,0.211,0.5986,0.5932,0.3119,0.6991,0.6241,0.6704,0.686,0.6065,0.5952,0.631,0.6224,0.5587,0.5898,0.6476,0.6508,0.7811,0.6808,0.6557,0.5819,0.6332,0.6388,0.5888,0.5345,0.5772,0.6216,0.6045,0.5785,0.8434,0.6293,0.5113,0.6476,0.7111,0.6069,0.4852,0.5911,0.6616,0.5679,0.4948,0.5989,0.8112,0.6831,0.6094,0.6536,0.6423,0.6285,0.5764,0.6137,0.6314,0.6149,0.5529,0.682,0.7736,0.7126,0.7456,0.5679,0.6822,0.6594,0.7058,0.5381,0.6524,0.6531,0.6575,0.5136,0.8306,0.7238,0.659,0.6479,0.6695,0.6327,0.6101,0.5919,0.6287,0.5945,0.4402,0.5896
16200s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4192,0.7322,0.6458,0.2994,0.2781,0.6309,0.5638,0.2314,0.2078,0.6051,0.5933,0.3132,0.7179,0.6348,0.6755,0.681,0.6018,0.5909,0.6287,0.6295,0.5612,0.5844,0.6272,0.642,0.7831,0.6918,0.6649,0.5968,0.6409,0.6456,0.604,0.5388,0.5772,0.6029,0.5941,0.5731,0.8487,0.6385,0.5184,0.6499,0.7136,0.6139,0.4944,0.5984,0.6715,0.5762,0.4954,0.5959,0.8198,0.6934,0.6207,0.6591,0.6531,0.6357,0.5895,0.6151,0.6346,0.6121,0.5489,0.6765,0.7935,0.7353,0.7502,0.5972,0.7016,0.6938,0.7199,0.5611,0.6693,0.6692,0.6581,0.5193,0.8527,0.7462,0.6821,0.6597,0.6754,0.6444,0.6285,0.6095,0.6321,0.6018,0.4426,0.6006
16800s,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,Overflow,0.4147,0.7438,0.6514,0.309,0.279,0.645,0.5747,0.2296,0.2073,0.6098,0.6023,0.3065,0.7242,0.6512,0.6787,0.6873,0.6163,0.6046,0.6322,0.6257,0.5555,0.5714,0.6156,0.6521,0.8023,0.693,0.688,0.611,0.6474,0.6542,0.6257,0.5525,0.5902,0.6131,0.6119,0.5766,0.8664,0.6639,0.5444,0.6776,0.7351,0.645,0.5178,0.619,0.69,0.594,0.5114,0.6135,0.8163,0.7066,0.6329,0.6745,0.6574,0.6448,0.5976,0.622,0.6451,0.6313,0.5771,0.6945,0.8099,0.7453,0.744,0.5955,0.7108,0.692,0.7221,0.5814,0.7012,0.6878,0.6653,0.5401,0.8627,0.7703,0.6963,0.6845,0.6938,0.66,0.6445,0.6216,0.6528,0.6176,0.4557,0.6279
